"Cantidad","tiempo_de_espera"
3,5.67402504915227
2,4.11769328614243
5,10.0389804247819
3,5.51907168293494
4,7.9643459569382
5,10.7222754292117
5,10.2257520265396
4,8.02061646099647
2,3.78875158383019
2,2.97337638922974
1,2.56566860670709
1,1.26967996453759
2,4.36997375543867
2,4.95455178460874
1,1.2780534195141
1,2.35089216768736
2,3.86890125529877
2,3.21392792042726
1,1.24266617310912
1,1.1992319132127
2,3.73454673891485
2,3.26912220750205
1,2.34395838648791
1,3.05005447026284
4,7.35648476198241
5,10.3938694237376
2,4.38452112050046
5,10.1661012894751
5,9.4958116958615
3,5.94027369668467
5,9.85980233241488
1,2.28149476661024
3,5.81378062194809
5,10.4884866933428
1,1.81270957111649
1,2.52635573278967
2,3.47541149666697
5,9.36992237762094
2,5.6205199674712
4,7.79157120591978
4,8.14911379577036
2,4.31828483701692
5,9.75810968714563
4,8.2584310221568
1,2.18448226369254
NA,5.96144141057635
5,10.0326465167627
2,3.98296637313077
3,7.06422594950809
5,9.62933195186359
2,3.45200186646267
2,4.01889419958554
2,4.15524037472157
2,4.21826173945509
1,1.77081733364445
1,1.4683369330144
3,6.63159258804474
1,1.82517480602322
1,1.56724356867331
2,3.88186021552945
5,9.90141205282572
5,10.5549601448568
3,6.0423686460986
3,6.37702689259226
2,3.75035399141387
4,8.1072226547908
4,7.83765704425458
4,8.04729176408679
4,7.55231832101123
4,7.34459923333601
4,8.99860669237398
4,8.30035441183621
2,3.37436431918753
3,5.69441704165979
3,5.40725995770134
3,7.09940517444186
5,10.6562064882168
3,5.86742747165182
NA,6.34072869401324
NA,5.86196169043776
5,9.76187655269221
1,1.60569858107488
3,5.70269136627024
2,4.82545373366835
1,1.97298593745728
1,2.05962261821379
3,6.12184371479955
2,4.61623793924267
5,9.74196808452761
4,7.50374642480398
NA,6.90698013059879
5,9.77941839154736
1,1.63846701503006
4,7.38186344055835
2,3.3576421388411
3,5.71301326035101
4,8.30899290858326
2,4.55492406946486
5,10.3537941769178
NA,5.88730301584957
3,6.0298749686923
2,3.64770176815997
2,3.64139091921299
1,2.44232524948846
3,5.49220371069823
3,6.97764698274623
1,1.95484020301707
1,2.10726941331461
5,9.63073614763021
3,5.71280565511837
2,3.34149193384738
5,9.90853730581364
3,6.20949120246223
3,6.16215217208069
1,1.60923175647262
NA,5.67482067897019
4,7.74890064082857
4,8.74803033492318
1,1.43134818966713
1,1.9104742028099
1,2.95118091083946
4,7.9495125573356
3,5.3200796480893
2,3.66761528236297
2,4.24272998945244
1,1.81219856416511
1,1.71906181822511
5,9.82804138293577
3,6.04524832356961
1,2.79925438557291
5,9.95571744393056
1,2.54039974807576
4,8.31537705782528
3,5.94318005224693
4,7.2335489985547
1,1.73944134122374
1,1.75506477343076
NA,6.09270888077796
4,8.65009933883341
5,11.1465394869155
3,6.77379052949188
4,7.93342451783553
2,3.12173630222118
3,5.80561006796413
4,8.04460361153665
3,6.42250650203372
2,4.48126398424214
2,4.34215471470823
5,9.30236282510027
2,4.42482152281668
2,3.77672139178639
2,4.08740135008063
3,6.03727558858687
5,10.2140833824853
4,8.01233749141307
1,1.16626245120717
2,4.36824798238672
5,10.1930132841748
2,3.86717418736089
3,6.05907225552334
4,8.06701932268423
5,10.1105097342805
2,4.82042308298874
1,1.89047481053326
5,10.0840326919423
1,2.58419193653455
4,8.52709051168846
4,8.57263155519018
4,7.71126599947022
5,11.0012413651464
4,8.03335043546509
5,10.9334259223534
3,5.32454865698464
1,2.01049179317712
1,2.62495728548461
NA,5.71151057078579
1,1.62365551589113
2,3.53073064819655
5,9.47374336033063
NA,5.85055189780699
1,2.16558958647949
5,8.99289475103964
2,4.10599021668615
1,2.61833752320829
4,9.01878700912022
1,2.65058799610029
5,10.378387381898
5,9.13663480044283
NA,5.7683783103938
3,5.82397677170869
4,8.35176195137845
5,9.94716433299811
10,29.3706756859699
3,6.84221785404706
5,10.455695645898
3,6.11871513624551
3,6.60905430516291
1,1.33061285638251
3,6.3304101488949
1,1.73854381184329
2,4.34187276092536
2,3.96958902266996
3,6.31648035651573
2,4.6677588075297
3,6.00364504515845
3,6.50877931847605
3,5.40578298242601
1,1.63919777978199
3,6.75960885569409
4,8.18869398651196
2,2.97388858978313
2,3.31798127395881
1,1.89960949220544
3,6.43288970216724
NA,6.01819003653958
1,2.31209373601033
2,4.47950268889391
3,6.83552741443147
3,6.02800836663748
4,7.97400904690955
3,5.12338132042886
13,42.0496637970439
4,7.71407497105222
5,9.51299520859795
2,3.91004688447623
5,10.5074715863718
5,9.00362575565571
4,7.78636035639729
NA,6.12745030618855
1,1.55339621497252
4,8.16695147124961
5,10.2057149603079
3,5.983481920362
5,8.76705090311999
1,3.28572907293332
4,7.8973503712659
2,4.32559664079383
2,4.13688324551827
2,4.51233661740917
2,4.40882972318704
4,7.89510341438575
NA,6.25821555050145
NA,5.59642724883525
3,6.42846150544966
11,33.7694808305578
1,3.20838667689411
2,3.17447555215591
3,5.76800637851699
1,2.41268993137962
1,2.25506627343933
5,9.7052594807425
2,3.50160962889624
5,10.0722378523553
7,17.9928462934165
5,9.10485938136797
3,6.01727553356693
5,10.0951151578462
3,6.08736319849092
3,5.47249147869866
4,8.23806663915131
3,6.68928506847962
3,6.22811820158991
4,7.43220576481283
4,7.78217726515405
4,8.1730518097768
1,1.67647718434087
2,2.92117683249236
2,4.4421254100141
5,9.58526119418774
3,5.71321986461586
2,4.75195030450227
1,1.6129275351973
2,4.42286577009465
4,7.36965856059061
2,3.82272879846301
3,5.96322199043176
1,1.41567428778782
NA,5.75175753194274
2,3.98557922353584
5,10.335347984367
5,9.17472672828745
3,5.82512288039437
5,10.3782032192727
1,1.7305954200112
4,8.11364596083647
1,2.24611428503222
5,10.1339175076658
2,4.32662883973569
5,9.93864566951131
1,1.79316174320394
5,8.67842552398551
5,9.95352949076026
3,6.21514234817999
2,4.26769942043407
2,3.72236082434337
5,10.8897514548876
1,2.14321220981441
5,10.0631579292294
4,8.63613338973426
1,1.64076688934037
1,1.77483068803764
4,9.19872624002488
4,8.00556459361044
1,2.81678421070415
4,7.28074667754274
5,9.90474159897855
3,6.18921195181842
4,8.1500192726029
1,1.49718187024458
4,8.00962963731268
5,9.46128967344401
4,8.35635166262214
2,4.54238754493032
NA,4.95663781615349
4,8.61784673115007
3,5.37947775159575
1,2.22738463449132
4,8.3299513190713
2,3.90005508594928
5,9.6774430215701
5,10.082660510621
1,2.21940935035723
3,6.44165140997435
2,2.97383150804902
5,9.18181036597049
5,10.7152011705941
2,4.52331442355577
3,6.21764447445384
4,8.35758920355553
4,8.4585874588205
1,0.66953860076716
1,2.55513854831941
2,3.75750620171884
2,4.1153084153156
5,9.85242109955821
NA,6.50511414143656
3,5.82576377552219
5,10.2592518829441
5,9.80465751068051
NA,5.52273805984644
2,4.60500525522013
1,2.37045000563714
1,2.86213111957823
4,8.03257696628965
15,50.5625013729141
4,8.98770952700954
3,5.85925894248052
2,3.33852444362239
4,7.88032421643094
4,7.89297938000731
2,4.07584025225466
1,2.85615248865964
5,9.83692805374733
1,2.18650232790246
4,7.88615796755223
1,2.01022535426252
2,4.15702883175313
2,4.66410734801849
4,8.06065918874539
5,10.3564211600156
5,10.3894300148918
3,6.45738663542782
1,1.71280272390781
4,8.81344060709734
1,1.80952163035299
4,7.94710791617512
4,8.70202513385709
4,8.64704195307279
1,1.45500406379438
1,1.56346449979127
2,3.32096047031469
4,8.09092359630992
4,8.08242043395923
4,8.18205734367753
5,10.2760788571093
5,9.69905357700749
5,9.50315070445064
1,2.51339252803745
1,2.37553065130316
4,7.24541673133565
3,5.95242627457536
1,1.55202608862175
9,24.964624464729
2,4.07506006559407
3,5.96039414537071
4,7.95131536624346
4,8.10807627090062
2,4.44123258219829
1,2.10279875224169
5,9.69178207856324
1,1.63260037403936
5,9.93409860347941
4,8.15500849328948
2,3.48015982364898
4,7.90784556557881
3,6.48363363008396
3,5.94585995438276
2,3.6507896662028
2,3.86202741578723
2,4.55732427268099
1,2.27502198060707
3,6.6183379000408
3,6.06954892858089
5,10.2051375482452
5,9.72077154382593
2,4.30268533446517
3,5.74683322890538
2,3.28971724765213
NA,6.13312814723926
3,6.97292560886572
3,6.40045716978653
3,6.58262669497313
3,6.17942786154658
2,3.69572141084189
5,9.89887957244486
NA,5.93250761099123
4,7.76565011010896
4,8.35208364196486
1,1.40131824881729
5,10.4331830660564
2,4.43207624311295
3,5.40068882046563
2,4.31974599895027
4,9.21511332617225
2,3.7213922590292
2,4.42245212070404
3,5.6088990771903
4,8.5553557091014
4,8.12491235996328
1,2.82595769581158
1,1.27051463573154
3,5.97435105693732
2,3.7365374119372
NA,5.97049922985904
5,9.685210628657
1,1.5830782097325
4,8.28936118730823
5,9.45620964296154
1,2.74201546577814
4,7.40689670734312
2,4.05053957569764
5,10.2664946434132
4,8.29336766954631
4,7.84912666806681
3,6.0397509976642
3,6.48063207590484
5,9.27176704146179
5,9.60913014423396
5,10.1602011571583
5,9.7776090108315
1,2.6850019969855
4,8.33662693167742
NA,6.10521504060457
3,5.24612134123166
5,10.0130501126631
4,7.8417920659015
4,7.9488267432397
1,1.40922038647216
5,10.249329021915
1,1.48052177984648
4,7.8868890092788
5,10.1907129147257
24,85.6082421054935
3,6.29149570284003
5,9.34174479917415
2,2.59511266051973
1,2.23248399539293
4,8.4202699134805
5,9.85707728820431
2,4.2520631272958
4,7.42204173745816
5,9.93642569658717
4,7.02924081197969
1,2.59059044571926
3,6.92995543077158
4,8.53700613014099
1,1.98632651679313
3,5.98333482886204
1,1.24196618842445
3,6.39519267194411
2,3.89463290965411
2,3.67162853731946
1,1.29398710367085
1,1.85011875167686
3,5.57546943249165
4,7.80148473983608
4,7.3912000061182
3,6.84379474147285
NA,6.06113040079321
2,4.53747253863619
3,4.69915016487117
2,3.77340108500258
4,7.66225885420396
3,5.38853691031704
5,10.773304577112
2,3.29235904011525
4,8.15919513020401
3,6.42321814278985
5,10.089095094209
1,1.56237226125224
5,10.4705829033621
4,8.08529404092042
3,5.46825104680898
4,7.30597547619897
4,9.04335871724657
2,3.66074842729078
4,7.07221417304098
2,4.26662968137683
5,10.1551151280304
1,1.3230828321387
4,7.02852179320903
2,3.9418487414207
5,10.5696981458547
5,10.3180620175911
4,7.75353128791901
5,9.58290588420781
1,2.13553337837527
2,4.07867667360808
NA,6.38398753774356
NA,5.87123268925274
5,10.4496770266015
4,7.58459423633188
4,7.83472764994002
2,4.37040726186295
1,2.49498580431356
4,7.03074764927331
NA,6.12272686790527
1,2.30438950586731
3,5.27458784325468
2,4.24031279993761
NA,5.65504452919879
1,2.51012650608221
2,4.26924101605132
5,10.3845261474978
1,2.06035966464352
4,8.43182421707888
3,6.69025726415727
2,4.98312400772782
5,9.98580247262547
2,2.8754744548338
1,2.015763002297
5,10.102780604225
NA,5.99145899082499
1,2.28414431038854
4,8.50533898225713
3,5.74100878491609
NA,5.92208400081914
1,2.19892110440017
4,7.72488812925543
4,8.04563369174412
4,7.01914620055735
3,5.44005013930119
5,9.33612226219794
1,1.57318815163638
3,5.65334773603467
3,6.19115257127318
2,4.49105650126132
5,9.63630823545623
1,1.501580508811
3,5.47915557050525
5,9.79270563681816
4,7.88048546592372
NA,6.31094043131633
2,3.83933757891581
3,4.96075536556999
3,5.95428286222493
3,6.59359340532578
4,8.59580063425516
4,7.60551839094439
1,1.22611172818121
1,3.22903024593264
1,1.91878902876029
3,5.95127437494719
4,8.21028709434907
3,5.19298027169044
1,1.63589044440436
4,7.22977879735499
5,9.6534526929947
3,6.05942471650228
5,9.31764527100654
4,8.29499133968366
5,10.1446720144087
1,1.54789248718968
1,2.11316247119053
1,2.37404058124692
2,4.53054762663087
5,9.89357586067674
NA,6.02231326744167
2,3.95664293250904
2,4.72073087802752
2,4.562535946139
5,10.4172007838785
3,5.85632960007965
NA,6.2557523814804
5,10.2016451656103
2,3.47916335285534
4,7.13584774233963
4,8.32091501382581
4,7.23534473440979
2,4.0008418442421
1,2.12512391067417
4,8.28193369515294
3,6.09471311875741
1,1.63357309685144
1,2.49318292994773
3,6.86931688345312
2,4.44058940446272
3,5.02817454933801
3,6.69978809270147
5,9.97197202690687
1,2.26245713965965
5,10.3110166179355
1,1.95165696339665
NA,6.03150006557283
4,8.50957853466545
1,2.35580096124312
3,6.49513112302212
1,3.19146334761516
5,10.332207931847
3,6.10369057869265
1,0.89468344471219
5,11.3458570016231
2,3.75866158910185
1,3.1873673575477
4,8.18732178400249
NA,6.83834676384559
4,7.94514483941188
1,2.25573537734906
2,4.10697898982113
5,9.90693965031325
5,9.93980308768875
3,6.50641716792213
4,7.89927092651425
5,8.9811587527796
1,1.90205537558509
3,6.26989530276814
2,4.30822785817572
3,6.30828390873872
5,9.15394923956546
NA,6.25350269340279
1,2.48392960497353
5,10.6382893407338
1,1.88751936447794
5,9.8390537069086
NA,6.81305058033621
5,9.16603597711034
1,1.78158501154344
2,4.22873103967873
4,7.19111311730939
3,6.13981393121588
2,4.9389320105261
3,5.99796967328183
3,5.86077298751821
2,4.23745585701703
2,3.86046391460635
5,10.4067001870395
3,6.45221773222485
2,4.00134583061506
4,7.41165392112514
4,7.34088963627046
4,7.70350131717234
5,10.3986902502749
2,3.02089741267154
2,3.05683742063373
5,9.67311008761995
4,8.19719742399029
5,9.5432169759175
4,8.44337451854803
2,4.16668498507759
NA,5.98381185527789
3,6.40941406826589
1,2.19418258140968
5,9.77703248639392
3,6.11555746720908
3,6.3237566789888
4,8.17814167243102
5,9.67099489602526
3,6.4276011025321
NA,6.6455997771765
4,8.13813727827167
4,8.07205233123109
NA,6.03131912400727
4,9.08070792315139
NA,6.20728943046509
3,5.92085298565003
1,0.746041098901373
3,5.21735911748473
1,1.96116339969472
2,4.10314702242155
1,2.13843622943081
2,4.41075339022431
2,3.90292379533977
4,8.60729439724128
5,9.53924197856521
4,7.39577863977847
4,7.38550691122309
NA,6.44028017649045
3,5.95854002883039
2,4.39490896091025
1,1.86614678922146
4,7.70405394889359
3,5.81582371243675
1,1.07369158787914
1,1.41519236979294
3,5.27898267682077
3,6.52716113598767
3,5.7013349543186
1,2.39472992639509
NA,6.82737696524317
3,5.90411259544503
3,6.14193945317618
1,1.12446624030196
4,7.5906651112401
2,4.02810742469142
3,6.14954345166808
4,7.62030094135056
5,11.3424294996134
5,9.77080493045381
3,6.03212177831502
1,2.32489593357676
1,1.986990682613
3,5.67821630648644
3,6.52265283198165
5,10.8077726616036
3,5.98515301447508
1,2.28113367270153
2,3.95129375074868
2,4.50822760885108
2,3.42191630287007
5,11.1604301119972
2,3.69823437610583
2,3.27057529278095
3,5.82454108640346
NA,6.14248590646969
NA,6.88094226823731
4,8.45560483838566
5,10.0712292160229
4,7.30525823800592
1,1.56698112766394
4,7.91835753388535
3,7.2765130567303
NA,5.13901787728799
1,2.56552732592301
3,5.73638287138304
2,4.83299544999371
1,1.4303996800133
4,8.07181161733137
1,1.45022452914862
4,8.45175821318084
NA,6.81102140876624
3,6.97536050320058
5,10.3988003287948
4,8.92163312728891
2,4.62321195433082
5,9.93406254408799
3,6.23851861914235
4,7.51400289426203
1,1.9073989152995
4,8.61048185417441
3,6.27064207174118
5,10.2286786658127
2,3.4809344801564
4,7.69774338483294
5,9.61769699312322
2,4.19764793500675
1,1.50474618476672
3,6.28102069504953
1,1.44179179403323
1,2.91426522906768
4,8.23029567473905
3,5.64949819387336
2,4.12052296625061
5,9.82377340038602
2,4.18557397987983
1,2.12176635938015
5,9.49294291366926
3,5.60434306059027
5,10.1497968423698
4,8.81952595437578
2,4.54230850433546
5,9.68771626319095
1,2.41296145082375
4,7.97571582362186
5,10.1506568258592
2,4.13018074536828
3,7.2877248818617
5,9.40735559470639
2,4.05045992950643
3,5.11001135601619
5,10.2949179614794
2,4.5483042358607
5,10.7228311205506
4,7.03742737408144
5,10.206384748597
NA,6.86581664008902
5,9.79299206847885
2,3.89392473395903
NA,6.05086305329482
3,6.18250937571652
2,4.33257993787298
5,10.6589104418557
4,7.9522562047775
3,6.09813902273623
5,11.2439989386107
1,2.2155494640575
3,6.09437655466492
1,1.32887843735828
5,10.0014280238111
3,5.88933692341656
5,9.99447708509531
1,1.71229117936442
5,9.65659217377865
NA,5.70874484848713
NA,5.96187940669731
2,4.68406632401431
5,10.5245433132797
1,1.82001244102847
3,5.15704177273063
2,3.57770828573202
3,5.77111973337975
3,6.05181900211415
3,5.66869636214959
1,3.00334034541595
1,1.86386623279082
2,3.39302776488025
5,9.92936912135874
1,1.49731120920329
2,4.07807785363766
2,4.11681680704493
1,2.17779380581419
5,9.18907087043789
2,4.11035564548532
2,4.15522504027082
4,7.28944577624776
1,2.47768281986521
1,2.39208543954717
4,9.14980968057722
5,10.0783514936879
1,2.023366763759
5,10.0482929170412
3,6.03488311545015
4,7.07576361233117
1,1.16443647067888
4,7.9612305166044
1,1.70946630971675
4,8.02736826252871
4,6.94439581336973
1,1.25065087273662
2,3.44925828053063
2,4.49302911053012
2,3.45075499645494
1,1.60024302321173
2,4.03993690933703
2,3.83862681908745
5,10.073208589334
5,11.1525309910228
5,9.43769816437088
5,9.8472651800451
2,3.74162027512813
1,2.75619771341623
5,9.61525753855486
4,7.95895654811214
2,4.39356680716135
1,1.4707047320258
5,10.827587907871
5,10.3378812077371
1,1.46289669523482
1,2.22728890452887
1,1.89334642838347
1,2.15661438599717
4,7.95501240149217
5,10.5352580183892
2,3.32444980714833
2,3.73869165140204
NA,5.94453632551949
NA,5.57123230197153
2,3.4800224781169
5,9.99100987971167
2,3.93391243357163
NA,4.79446027702198
4,8.52028672785969
1,2.12486286799259
4,9.20810368657416
2,4.34259911902555
1,1.776520345519
4,9.39869557347905
NA,7.48524467635495
4,7.39064409185491
4,8.23451597797771
3,5.89437654068392
2,4.09352557327701
3,6.11377136428441
3,5.36904976856547
3,6.14279479012128
5,10.8746236815709
2,3.9179549979326
5,9.91853664465077
2,4.69928600316873
3,6.44919812034147
1,1.17575259080936
NA,6.18341015102829
5,10.8267736173389
2,4.70763817495957
4,8.20997580190711
1,2.36061040355645
1,1.40153239390566
1,2.15006578344069
3,5.52277553240609
4,7.77099096595153
NA,6.53693350628699
4,7.43155344415443
1,2.13345912543653
1,2.21416601973577
NA,6.09658764931701
2,4.91109441091771
4,7.48882633571237
2,4.3030651307178
1,1.95553471627467
2,3.86958387808304
3,6.23204561692619
4,7.48979970465803
3,5.3432745417408
1,1.75275956225829
4,8.87587857487772
5,10.0278823873063
2,4.16571719911394
4,7.90507668116123
3,6.23524636597691
3,5.52416022849143
3,6.57895523328432
4,8.29235263012067
2,3.59677358865415
2,4.027276622906
4,8.35816580974956
2,4.2788654910273
1,2.74096700793844
3,5.69350612255257
1,2.5580683077452
1,2.51827400497061
3,5.91875843404857
1,1.51203665358906
2,3.45542740455774
3,6.22889347897249
1,1.96443663313955
5,10.8895513334257
4,8.2675689802481
5,9.81402756241825
4,7.48722887575144
5,9.70879916269737
4,8.17144419644867
1,1.77453267647167
NA,6.32624672451254
5,9.83283097391511
3,5.94722004560276
2,3.63474516359609
2,4.95252179245435
5,10.1663108657352
NA,6.18444848464692
1,1.15406879255797
1,2.32989594977466
2,3.48818820556014
2,3.55423921282285
2,4.45917058551082
2,3.77364967674588
1,1.12581385999841
2,4.88495205494468
5,8.81129653730374
4,8.28640576492979
3,6.50862462454231
3,5.68451606666973
2,4.22214352570578
2,4.21956519419428
5,10.5203115764573
3,6.24204969397626
1,1.87755811045374
1,2.45799602897011
NA,6.46944284265208
1,1.5317154829321
5,9.29960628300213
NA,6.14927043439378
2,3.86301881261241
3,5.50723044371885
2,4.04196533975752
4,7.34000173675655
5,10.0806131756631
5,9.68753580622904
5,10.4785821370962
1,3.21224457058077
2,3.5420103781566
4,8.52883208547149
4,8.41257486388414
3,5.96490288784732
5,9.77317681297149
5,10.7876538534187
2,2.99727109088188
3,5.67840260420317
3,5.28157827817111
2,4.69765671947304
2,3.90464828367757
1,1.73766440026516
5,11.5920222370332
5,9.97498136605619
1,1.77812534406674
2,4.14993262506807
4,7.21578768962252
5,10.245151321336
2,3.95191839946002
3,6.23426256126507
NA,5.57794634642827
3,5.48850807892603
3,5.65329266836191
3,5.61600521345361
5,10.6495249833418
NA,6.85870444530124
5,9.92155402348047
3,5.82053171970766
3,5.83548058478917
NA,6.1037499033237
5,10.0484521168505
3,6.14501719388279
5,9.62666052947687
2,3.57655180558984
1,2.59853883187304
5,9.72568631944834
3,6.15152284761273
2,3.97151473309833
5,9.52107530392466
2,4.29553095470575
5,10.0865524367465
1,2.69989167810625
2,4.05872979231349
2,3.83422712089957
1,2.13914745665268
2,3.40720417548233
4,7.5820529733032
5,10.2551366255697
1,1.83343954938803
2,3.96701952682377
5,9.94238914528903
4,7.67474369061274
1,0.990655670458791
3,6.1744174850883
1,2.38081975382343
NA,5.42477354672213
4,8.7412013592293
1,2.19257741184362
2,4.67082014749694
5,9.52141476437886
2,4.08339064417713
3,5.9499930205306
NA,6.45338538033808
1,1.71207021604365
5,9.99495116402377
4,7.11067042562803
3,5.61118927856475
2,4.06251694183255
5,9.64683925380589
2,3.97821525709426
5,9.76603701303739
2,4.30346506808074
4,8.58424415437478
4,7.58874929359624
5,9.84648172070264
4,8.71988062918487
4,6.90053837290815
4,7.84008110412963
5,11.0323521420717
5,11.0967950345321
3,6.07829766167507
5,9.56819552469318
3,6.08272870974522
NA,5.74274446642368
4,8.72640864114574
1,1.59675867214848
4,8.18645579760437
4,8.30992503728435
4,7.62124491965208
3,6.42576234075309
5,9.62603501454185
5,10.315119914827
1,2.54833081655178
3,5.5057785388084
3,6.5539975204898
4,7.75523356439379
3,6.14717669421848
4,8.10091873614438
3,5.7864018068309
2,4.13405143499889
4,7.38478453728808
4,7.93193156390752
4,8.41289541583259
NA,4.98206933978254
2,3.25603690632087
3,5.41903122120151
4,7.20545515292728
2,4.20979151964818
1,1.50353582512199
1,0.917726457335514
3,5.68121561745977
5,9.8046823742626
5,10.4283927368891
5,9.44812393200059
2,4.58064462786935
1,2.1991813578143
NA,6.25030774321497
4,7.57373716484275
4,8.97683393994902
2,3.91786458395142
2,3.08755120791083
2,3.89807176430375
2,3.03277796463397
2,3.84474494210666
4,7.78888649840519
1,2.34091484520171
1,2.50474809286875
5,9.63694751754942
3,6.40305443418751
1,2.71216155483438
4,7.60792799757868
2,3.67379781675033
5,10.3253891815768
1,2.09152398497197
1,2.27438748022214
5,10.7023421472738
2,4.1935415597882
2,4.52585063508769
2,4.3114527311686
2,4.21681019490443
2,4.19304221909221
3,6.64566165222904
1,1.49887006314467
2,3.44740863542125
4,8.2959730016986
2,3.94015516793344
4,8.03700260584248
2,4.3706386885857
3,6.37664752392454
1,1.86866474831911
2,3.84372806550145
3,6.03679930450393
5,10.5315088946474
2,4.2130102433395
4,8.7165037554116
4,7.99618156479001
4,8.56283380261038
5,10.4415011555086
1,2.30604173045004
4,8.20735035338923
4,7.86005880142874
1,1.94548124541538
5,10.1146977478542
1,2.02444444533964
3,6.47161223419311
5,9.94534143840678
2,3.96481153920609
1,1.75784045621717
5,9.93083183572834
1,1.96561717884808
2,2.84313211305029
1,1.31758415139284
2,3.96375654502402
1,1.86735811256775
2,3.39956533589628
2,3.00423091197849
4,7.82281539004329
2,4.32674788284714
3,6.88661931596378
5,9.98077160314533
1,2.74659242031386
4,8.04151107881798
5,10.0577660521298
2,4.16241265667437
3,5.56471137736954
5,9.97414089355256
1,2.45422384939613
NA,5.6942687709711
1,1.83919696505602
1,1.42611462477037
5,10.1771760982247
4,8.21239989119451
4,8.32417367561204
1,1.39009498424155
5,10.0536175173774
4,7.52797115417508
4,7.99980767564199
3,6.67131196000304
4,7.74823735653286
1,2.35834166046941
2,3.62516570795815
4,7.76073589477485
2,4.21936087529331
5,9.66044386477107
NA,5.21764924682448
3,6.63258421760666
5,10.1801786189399
3,5.70818027971996
4,7.0029606063347
5,10.9511048856997
2,5.69518541063577
4,8.10374020367773
1,2.42490332375559
4,8.61228015603708
3,5.6490977832307
3,5.82440188522173
2,3.1364394816774
5,9.63171088386406
4,8.31120489144306
1,1.85464200537956
3,5.89289423290846
5,9.94372022424874
2,3.0681665087522
2,4.41881496711584
1,1.27825355553229
5,9.89571491879218
4,7.78071826897058
5,9.8907030915719
1,2.72998297236789
5,9.70897004104232
NA,5.67758286654125
4,7.24017300252808
3,5.59715095919438
3,5.41690764631613
2,4.20397309812415
4,7.56849787699606
2,4.15202101751407
3,5.92678625607604
4,7.2832189100446
2,3.60469610713865
3,6.44255622752884
2,4.45153804297728
2,5.00278663715031
5,9.99820984580011
1,1.25208659300893
5,9.61579148649242
2,4.20424425242007
2,4.95006816744736
4,8.05500456171986
3,6.57019341256423
5,10.3840406523461
5,9.41595418894133
5,9.91444367386757
3,6.65263076817384
4,8.43804805479796
5,10.2318980707839
5,10.2385571226884
5,9.7542973498953
NA,5.40943900772509
5,10.6477128954157
3,5.28989025416654
3,5.53055204014708
3,6.31448249625992
3,5.3689027253052
5,9.7240647933636
1,1.40860024660876
4,8.31033177886447
4,8.22315650831905
4,8.21094234663684
3,6.22123238607282
1,2.27862287318947
3,6.31967824598526
3,5.01566922166289
3,5.92559181932007
2,4.05623190627595
5,10.3623381013239
3,5.40625696199736
4,7.75019990509204
